SubHead,True,False,Key,Diff,DiffAbs,Count
whāngai,0.00192546295325337,-0.0017055067283650238,0.00021995622488834633,0.003630969681618394,0.003630969681618394,34.0
wikitōria,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
wāhi,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
wānanga,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
{unclear,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
āhei,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
āhua,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
ārahi,2.4840426092267053e-05,-2.4753113522522703e-05,8.731256974434985e-08,4.959353961478975e-05,4.959353961478975e-05,16.0
āta,0.004535685662826891,-0.0027118458040311217,0.0018238398587957691,0.007247531466858012,0.007247531466858012,16.0
āwherika,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
āwhina,0.0049147676258096944,-0.0024487462599596626,0.002466021365850032,0.0073635138857693575,0.0073635138857693575,12.0
īnia,0.0024573838129048472,-0.0012243731299798313,0.001233010682925016,0.0036817569428846788,0.0036817569428846788,6.0
ōrite,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
ū,-0.00121627169340629,0.0024239931464371403,0.0012077214530308504,-0.0036402648398434303,0.0036402648398434303,6.0
